ts_code,ann_date,end_date,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,netprofit_margin,grossprofit_margin,roe,debt_to_assets,op_yoy,ebt_yoy,assets_yoy,tr_yoy,or_yoy,q_gr_yoy,q_gr_qoq,q_sales_yoy,q_sales_qoq,q_op_yoy,q_op_qoq,q_profit_yoy,q_profit_qoq,revenue
002629.SZ,2019-08-30,2019-06-30,0.4462,0.3747,0.3514,1.7882,0.7998,0.3212,-10.0509,22.6546,-19.1614,93.1521,61.01,61.4308,-8.0535,-97.3753,-97.3753,-98.1203,-5.6394,-98.1203,-5.6394,-64.9597,134.1902,-81.0722,116.9354,43731439.88
002594.SZ,2019-08-22,2019-06-30,1.0202,0.7697,0.5669,1.895,1.2388,0.5421,2.6507,17.1448,2.6001,68.8737,82.4514,72.3602,2.7510000000000003,14.8351,14.8351,8.3866,5.2007,8.3866,5.2007,5.8956,-23.6494,24.5139,-14.4838,62184263000.0
002258.SZ,2019-08-17,2019-06-30,1.35,0.8829,0.7048,1.6608,2.7046,0.7571,9.5183,29.2114,5.0129,46.5899,-29.9178,-29.1449,6.9221,12.6757,12.6757,12.868,1.6657,12.868,1.6657,-29.5414,24.2478,-34.9229,12.6065,2052519274.34
300180.SZ,2019-08-30,2019-06-30,0.9287,0.6956,0.516,2.1398,3.727,0.7078,3.1628,26.0564,0.9209,34.2526,-78.9948,-78.5775,3.7197,-3.5992,-3.5992,-22.1129,-24.2441,-22.1129,-24.2441,-128.5224,-142.1046,-130.183,-141.2856,1480326370.33
002571.SZ,2019-08-21,2019-06-30,1.9648,1.0652,0.9591,1.0255,2.511,0.5601,4.9834,21.3902,1.3723,20.3742,166.4313,184.8868,2.8094,1.5851,1.5851,-4.2377,10.5515,-4.2377,10.5515,278.3212,6243.9363,283.7943,427.7691,386036996.28
603982.SH,2019-08-20,2019-06-30,1.9615,1.5456,1.396,1.5408,1.5069,0.5159,5.3635,24.4376,2.5093,39.8911,-25.4898,-26.3118,23.6456,-3.6704,-3.6704,-9.3026,-1.973,-9.3026,-1.973,-55.9216,-44.6752,-56.5149,-46.3789,546051100.16
300391.SZ,2019-08-14,2019-06-30,1.6655,1.4148,1.3566,1.6825,1.2288,0.4164,9.7439,30.999,3.1491,33.0712,-32.4829,-32.1692,5.1012,3.6744,3.6744,-31.4959,-23.693,-31.4959,-23.693,-62.5378,-16.715999999999998,-62.2429,-16.6995,457818920.66
601901.SH,2019-08-20,2019-06-30,1.86,1.86,0.0,0.0,0.0,0.0,20.8056,0.0,2.0069,74.6714,211.55,263.24,4.6393,55.1712,55.1712,71.4531,-5.5046,71.4531,-5.5046,246.6354,-76.7364,246.3893,-71.7653,3588331627.34
002897.SZ,2019-08-26,2019-06-30,1.7787,1.2963,1.1009,1.7602,1.7805,0.5975,2.9094,25.6289,2.3184,35.1806,-33.298,-32.4324,1.5369,3.7637,3.7637,-10.2115,-4.1073,-10.2115,-4.1073,-11.4737,116.2727,-11.6743,422.5519,652732130.94
002535.SZ,2019-08-26,2019-06-30,1.0258,0.8832,0.7829999999999999,0.95,1.0236,0.171,0.8367,14.8689,0.1849,64.2997,-88.0769,-88.8397,4.9362,-19.6767,-19.6767,11.8055,225.0506,11.8055,225.0506,-67.6461,329.1612,-67.3416,290.1404,770849024.25
603316.SH,2019-08-29,2019-06-30,1.8462,1.0765,1.0692,0.4414,0.9179,0.2439,2.7704,21.891,1.0459,54.7424,-80.2145,-80.2173,12.625,-14.9782,-14.9782,-12.1574,87.1693,-12.1574,87.1693,-53.0538,404.3037,-35.6544,393.4265,317404124.4
300082.SZ,2019-08-10,2019-06-30,1.2408,1.0783,1.0319,9.464,7.2902,1.2991,4.6695,10.1004,4.3724,36.6102,14.7709,15.0585,-10.1829,-10.5254,-10.5254,-27.0022,6.4226,-27.0022,6.4226,-13.6861,25.9229,-14.2642,27.6689,2985823003.12
601225.SH,2019-08-16,2019-06-30,1.2193,1.1793,1.0528,16.7041,8.2255,0.9961,25.833,43.9409,11.3441,42.2142,-5.2748,-5.1671,1.0962,24.1704,24.1704,33.1421,26.2147,33.1421,26.2147,1.5744,25.0896,2.1315,22.5708,32585674141.67
300281.SZ,2019-08-30,2019-06-30,3.3259,1.9461,0.6848,0.3795,2.5787,0.1909,3.4343,19.8932,0.4547,20.4487,-83.55,-83.5689,3.9642,-29.0583,-29.0583,-56.1131,-56.7344,-56.1131,-56.7344,-108.4906,-126.8418,-108.4203,-125.6188,160218074.49
300747.SZ,2019-08-26,2019-06-30,3.7522,3.0612,1.5391,1.8193,2.8598,0.4261,22.4607,31.8266,10.3586,24.4346,-16.3279,-14.4978,25.8265,34.7547,34.7547,42.5768,53.8405,42.5768,53.8405,-20.4805,13.5937,-16.6651,18.2497,1012114155.09
603106.SH,2019-08-27,2019-06-30,5.2129,3.8141,3.7421,0.4365,0.6754,0.1567,0.1777,29.8704,0.0329,27.3916,-95.218,-95.5151,-2.6798,-43.5598,-43.5598,-36.5425,-23.8285,-36.5425,-23.8285,-157.9898,-179.2671,-162.8233,-194.0055,304975259.65
600267.SH,2019-08-20,2019-06-30,0.63,0.4194,0.3549,1.4744,3.2442,0.9095,4.0054,46.0711,0.8475,65.8788,6.7845,5.38,1.9815,6.2692,6.2692,14.28,2.5227,14.28,2.5227,-27.8975,-44.9423,-36.0935,-53.7291,5665654656.6
600960.SH,2019-08-30,2019-06-30,2.4131,1.9997,1.8837,2.3315,2.342,0.5015,0.4053,12.9841,0.3489,46.4258,-73.0313,-70.7718,3.2397,73.2685,73.2685,63.0422,-5.5237,63.0422,-5.5237,-103.6974,-106.9639,-123.2619,-147.0091,2527190180.36
300503.SZ,2019-08-27,2019-06-30,2.3407,1.4055,1.3724,0.2147,0.564,0.1916,9.2298,53.6419,1.3431,37.227,-51.0977,-50.1429,19.1163,-15.1314,-15.1314,-12.3573,33.1655,-12.3573,33.1655,-29.4035,584.5978,-34.641,295.6982,185553893.61
603367.SH,2019-08-16,2019-06-30,3.8028,3.1267,3.0894,1.2839,3.4711,0.5417,12.934,57.112,5.9917,19.4205,6.6037,7.5336,1.4193,4.5177,4.5177,4.2887,-2.8959,4.2887,-2.8959,14.7539,-0.5429,9.3036,-1.9088,1956333175.23
600884.SH,2019-08-23,2019-06-30,1.1894,0.9246,0.7101,1.5657,1.4913,0.445,6.4998,21.3744,1.9625,45.2175,-46.3192,-46.6004,3.9569,3.5785,3.5785,-2.6324,18.5579,-2.6324,18.5579,-38.5279,174.3439,-37.2912,239.975,4441333396.37
603883.SH,2019-08-29,2019-06-30,0.9462,0.5966,0.5003,2.0477,5.6601,1.1878,5.7797,34.1172,8.4096,60.6041,22.9447,21.5982,11.3691,24.7061,24.7061,26.0318,2.8832,26.0318,2.8832,17.5149,-25.0454,28.2568,-24.1939,5533515543.0
001872.SZ,2019-08-31,2019-06-30,0.9797,0.9704,0.8999,25.2081,3.9748,0.3992,103.8288,38.159,7.2553,41.1657,346.0085,340.8677,18.5275,24.8701,24.8701,25.279,15.8558,25.279,15.8558,701.6644,114.953,649.3118,83.5872,5834353421.33
603725.SH,2019-08-28,2019-06-30,1.6949,1.2437,1.1927,2.0807,1.9286,0.6147,0.2481,15.6509,0.2479,31.8723,-104.7282,-94.3026,-8.2676,-17.5819,-17.5819,-20.0476,13.5803,-20.0476,13.5803,-113.9178,-403.1017,-95.8955,84.5413,393488816.13
002936.SZ,2019-08-21,2019-06-30,0.4925,0.0,0.0,0.0,0.0,0.0,40.1182,0.0,6.5927,91.7642,0.731,0.7348,2.929,21.2643,21.2643,30.6775,18.7482,30.6775,18.7482,9.4127,27.0135,17.2581,33.5304,6256592000.0
300426.SZ,2019-08-30,2019-06-30,1.1576,0.5771,0.4233,0.1518,0.3347,0.0922,-39.8976,12.2823,-34.7661,93.3176,-191.3036,-190.8572,3.5410000000000004,-55.9487,-55.9487,-40.2659,455.1285,-40.2659,455.1285,-160.289,14.9632,-161.8099,11.2589,217952425.22
002700.SZ,2019-08-17,2019-06-30,4.4215,4.1764,3.7152,4.6602,7.2433,0.3387,12.1328,25.9872,2.9759,12.977,-6.957999999999998,-6.527,0.5879,38.5589,38.5589,39.852,-27.525,39.852,-27.525,29.7314,-15.9079,31.2297,-18.1081,240268144.17
601155.SH,2019-08-24,2019-06-30,1.1485,0.4456,0.3248,0.0599,77.4077,0.0561,17.092,37.4701,8.6329,86.6968,8.8099,10.0052,28.155,8.2883,8.2883,20.3674,194.0611,20.3674,194.0611,18.2045,1356.5568,21.1953,1133.9274,17063562971.0
300404.SZ,2019-08-28,2019-06-30,1.7081,1.1353,0.8108,0.5883,1.4885,0.3306,3.5068,43.51300000000001,0.7122,30.1698,-39.9085,-44.5674,0.6628,22.1145,22.1145,27.3215,57.0441,27.3215,57.0441,114.4576,374.5314,61.0001,268.2085,93316182.27
000669.SZ,2019-08-31,2019-06-30,0.3046,0.2866,0.2073,15.9429,3.5907,1.1158,-9.0812,11.9728,-6.9131,75.34100000000002,-151.7577,-152.125,-6.5977,-0.3005,-0.3005,-19.6287,-28.3964,-19.6287,-28.3964,-158.1455,-45.8229,-202.341,-19.2673,2041784382.93
601828.SH,2019-08-27,2019-06-30,0.6688,0.6564,0.5161,9.5223,4.3963,0.4966,36.8868,66.9663,6.3543,60.4738,-5.4151,-5.1168,6.6857,21.7015,21.7015,21.1451,19.4395,21.1451,19.4395,-15.8982,0.5842,-24.6829,5.3767,7757114487.46
002745.SZ,2019-08-20,2019-06-30,1.0415,0.779,0.713,1.3548,2.3493,0.501,4.2312,31.2397,4.0758,69.3647,-14.5071,-11.4968,-0.0009,34.2587,34.2587,-5.0646,1.0217,-5.0646,1.0217,-28.9838,21.0615,-28.3468,36.9307,9386732658.67
600493.SH,2019-08-17,2019-06-30,1.2806,0.8567,0.784,1.8827,5.3661,0.7019,3.4539,13.1876,2.4476,49.3174,-26.4584,-28.3264,4.3284,17.2724,17.2724,-2.5472,-0.3544,-2.5472,-0.3544,-39.7683,76.1545,-41.8331,56.292,511997205.44
600100.SH,2019-08-30,2019-06-30,1.1423,0.7727,0.7121,0.6874,1.0886,0.27,4.3395,23.0646,2.0503,66.7398,292.1248,305.4584,-4.2247,-18.0385,-18.0385,-13.3594,52.5576,-13.3594,52.5576,-550.6958,-134.1029,-408.9052,-123.6583,8614932312.66
002593.SZ,2019-08-27,2019-06-30,1.3638,0.6308,0.5526,0.7336,2.3368,0.4445,3.3275,13.8275,2.2808,53.5247,-0.9826,-0.2647,3.4195,-13.1535,-13.1535,-12.1792,32.9866,-12.1792,32.9866,1.0023,216.1761,4.623,278.2629,1267777940.49
601965.SH,2019-08-29,2019-06-30,2.9596,2.5737,2.5182,2.6021,3.1079,0.403,17.5814,29.249,4.1543,18.6945,9.8276,10.8012,0.6935,-25.3573,-25.3573,-27.7818,16.095,-27.7818,16.095,12.1714,-1.4108,9.3298,-0.4901,1082845311.73
600750.SH,2019-08-23,2019-06-30,4.9218,4.5364,4.4308,1.9096,12.9367,0.4584,22.708,68.0284,7.5906,14.2224,15.6813,15.2757,14.1867,27.444000000000006,27.444000000000006,38.7984,12.3482,38.7984,12.3482,15.5083,-1.1543,14.5905,-1.3473,1140918626.22
002933.SZ,2019-08-08,2019-06-30,14.1947,12.6972,8.2057,0.3102,0.5872,0.1334,29.9195,75.3291,4.0703,6.6378,7.159,7.1555,-0.1119,20.5475,20.5475,25.7279,-9.9137,25.7279,-9.9137,36.3283,-21.3577,25.4001,-29.1458,195537611.11
002436.SZ,2019-08-14,2019-06-30,1.5042,1.2828,1.254,3.3268,1.7553,0.7682,8.8129,31.2906,5.3841,46.0157,25.9821,24.8954,7.4428,4.394,4.394,2.864,7.2417,2.864,7.2417,16.0593,120.6923,32.063,138.1158,1765904990.3
002798.SZ,2019-07-31,2019-06-30,1.3966,1.1376,1.0238,2.5906,1.5337,0.7925,9.2156,35.4582,7.1566,45.7264,43.4503,45.6896,3.4262,30.131,30.131,25.2458,39.9385,25.2458,39.9385,44.4176,147.4135,48.1663,156.8957,2498486591.96
002418.SZ,2019-08-26,2019-06-30,0.8248,0.6876,0.539,1.8306,0.5948,0.3424,-9.415,10.0893,-8.7807,77.5066,-856571.4865,-7089.8602,-6.0949,-40.7674,-40.7674,-41.7937,18.8422,-41.7937,18.8422,-700.0487,15.9186,-4687.8487,20.3144,1044145252.34
600792.SH,2019-08-28,2019-06-30,1.5647,1.3111,1.2836,5.7346,3.7193,1.1162,3.7842,11.8843,3.2382,41.9032,778.1956,794.9202,5.6588,11.8097,11.8097,8.8735,-1.7118,8.8735,-1.7118,1339.1188,290.5506,4383.5606,308.5717,2757450955.74
300613.SZ,2019-08-30,2019-06-30,11.6469,10.8923,8.5675,2.5379,1.8468,0.2424,14.4399,35.732,3.4915,7.3166,-34.4965,-19.0877,-1.2153,7.132999999999999,7.132999999999999,7.2626,37.2049,7.2626,37.2049,179.6416,271.2784,185.7392,299.6157,219008665.71
000836.SZ,2019-08-29,2019-06-30,1.6405,1.3291,1.0468,1.5142,1.1881,0.4238,5.3735,20.0662,2.5872,43.3977,-51.9189,-50.236,-10.261,-34.9531,-34.9531,-39.1671,-6.6869,-39.1671,-6.6869,-44.1904,27.292,-28.0013,99.9031,666047121.86
002504.SZ,2019-08-28,2019-06-30,1.1817,1.1223,1.0706,2.1847,0.1425,0.1224,-9.3031,3.4082,-5.2301,79.6129,-339.141,-329.9461,-2.2311,-12.4192,-12.4192,-25.8858,0.2757,-25.8858,0.2757,-165.8206,-929.6417,-171.98,-1074.2344,524967834.72
600287.SH,2019-08-27,2019-06-30,1.5529,1.3616,1.0157,5.5249,6.8605,0.7638,8.296,8.2852,9.0842,52.2086,228.1329,235.358,22.8713,-11.3646,-11.3646,-22.7072,-21.401,-22.7072,-21.401,-178.0038,-110.9668,-166.0868,-109.7616,2277932767.48
601228.SH,2019-08-30,2019-06-30,0.7801,0.659,0.573,7.2145,5.7042,1.3495,12.3307,24.8167,4.0357,42.1876,10.0259,7.0582,6.0744,12.8102,12.8102,17.3364,11.2984,17.3364,11.2984,15.1956,0.3755,9.2498,-1.8072,5005813541.21
300057.SZ,2019-08-30,2019-06-30,1.3941,1.1519,1.0055,2.7294,1.7956,0.574,2.0814,12.1375,1.568,48.3291,-13.3942,-11.2107,2.9412,3.7077,3.7077,-15.2424,-22.567,-15.2424,-22.567,-44.1741,-25.3723,-45.4019,-11.4639,2035058714.33
603595.SH,2019-08-20,2019-06-30,1.0863,0.8634,0.7778,1.2217,0.9565,0.2958,-28.9264,15.2078,-7.1134,48.9606,-162.3805,-160.7858,10.0276,-61.2323,-61.2323,-49.1241,44.2545,-49.1241,44.2545,-369.6151,-1.8913,-300.2662,28.1577,207896935.88
300418.SZ,2019-08-20,2019-06-30,0.9559,0.9559,0.9315,0.0,4.282,0.4684,38.6472,78.9519,12.845999999999998,60.5095,-10.8564,-10.1151,14.6612,-0.2738,-0.2738,2.303,4.92,2.303,4.92,-46.2071,-43.0817,-52.9266,-48.093,1763641179.05
601677.SH,2019-08-16,2019-06-30,2.8906,2.2346,0.9191,4.2066,9.6461,1.0957,5.0108,11.5198,5.3249,37.934,23.2925,22.9431,14.0476,15.509,15.5672,8.9149,2.2736,8.9911,2.2736,45.6773,31.7494,48.6852,33.013000000000005,6884338742.87
002828.SZ,2019-08-26,2019-06-30,1.1692,0.8511,0.691,1.7272,1.4836,0.5165,5.069,13.2389,3.5925,58.232,55.7736,52.1294,29.8835,182.1296,182.1296,140.4467,351.0864,140.4467,351.0864,22.6442,2817.2014,33.031,2987.611,682649189.74
002603.SZ,2019-08-27,2019-06-30,6.73,5.1805,4.6984,0.8264,3.1696,0.5937,15.1827,67.2916,5.9043,11.2364,2.231,2.3674,3.3964,10.5139,10.5139,28.0971,-7.4594,28.0971,-7.4594,13.1604,-41.7367,21.9256,-42.6814,2984198220.26
000403.SZ,2019-08-24,2019-06-30,1.4272,0.7233,0.7111,0.4756,2.7842,0.5085,18.9407,52.775,11.4652,45.7798,5.4324,7.8365,0.4773,-5.8051,-5.8051,7.9182,26.78,7.9182,26.78,45.0656,175.4993,38.6125,125.0542,401805328.59
600052.SH,2019-08-27,2019-06-30,5.8953,5.7947,5.6308,0.5149,0.3776,0.0144,2022.4655,67.1759,38.9429,10.8386,1294.2803,1289.7092,-42.9638,-24.1317,-24.1317,23.7669,148.9779,23.7669,148.9779,2023.1693,5271.6103,1829.396,4896.6698,57814529.48
300427.SZ,2019-08-28,2019-06-30,1.0245,0.8929,0.8075,1.528,0.6094,0.3517,22.7781,44.1378,6.7842,48.3654,8.5163,7.4365,17.6444,4.5839,4.5839,-8.0691,13.1707,-8.0691,13.1707,22.5435,24.0798,24.2404,25.3339,658353454.92
002327.SZ,2019-08-23,2019-06-30,2.4705,1.6921,1.5479,0.6983,4.5972,0.4244,14.0166,50.3002,4.6046,23.5981,-13.0678,-14.8845,-9.3408,-3.5842,-3.5842,-1.7577,11.7832,-1.7577,11.7832,-6.5925,0.9236,-16.112000000000002,-8.9296,1104858959.48
300261.SZ,2019-08-22,2019-06-30,1.1292,0.8572,0.66,1.6175,1.7849,0.4692,2.1203,27.2929,0.3484,39.2355,-31.6572,-79.5793,-7.7343,-23.1168,-23.1168,-49.5157,-58.0455,-49.5157,-58.0455,-107.7738,-105.7461,-204.1838,-172.4884,691353686.55
000725.SZ,2019-08-27,2019-06-30,1.4077,1.194,1.0602,3.4788,2.8118,0.5668,2.0496,16.7642,1.9358,60.736,-49.4846,-48.3511,4.2869,26.6029,26.6029,30.4826,8.0542,30.4826,8.0542,-55.5206,-63.0774,-67.9222,-66.0014,55039208687.0
603969.SH,2019-08-30,2019-06-30,2.0166,1.6777,1.3272,2.926,1.1625,0.5614,6.9627,17.3629,4.635,38.8232,91.7595,92.011,6.0169,18.3798,18.3798,20.2157,43.3097,20.2157,43.3097,58.6388,169.2529,57.7544,223.9072,1189621841.34
600671.SH,2019-08-28,2019-06-30,0.8002,0.4994,0.4792,1.1562,2.6342,0.7842,3.2858,49.6085,5.0812,81.061,-176.5289,-61.475,9.7099,-33.4412,-33.4412,-45.2135,-4.3647,-45.2135,-4.3647,-152.8609,-208.2535,-52.74,683.9913,148112196.84
600966.SH,2019-08-27,2019-06-30,0.6985,0.5075,0.4269,1.985,4.464,0.6391,3.2571,14.7687,2.5248,72.2387,-68.5135,-68.3749,3.1646,-7.3329,-7.3329,-29.2259,-13.6941,-29.2259,-13.6941,-92.1973,-85.7619,-95.5025,-92.4195,4043776962.65
603118.SH,2019-08-13,2019-06-30,1.5013,1.2908,0.9798,4.442,1.9969,0.8154,4.0753,15.7721,3.8746,43.8713,229.8162,237.1398,-5.0467,11.4894,11.4894,3.6041,-1.4377,3.6041,-1.4377,78.5723,-6.3144,42.8296,-4.4469,4032940682.39
002042.SZ,2019-08-28,2019-06-30,1.0563,0.5448,0.3673,1.2219,9.4343,0.6395,4.9748,9.8662,5.3612,62.8766,-36.082,-36.7792,-4.6564,8.2216,8.2216,-1.115,2.2025,-1.115,2.2025,-47.0134,-1.4857,-46.3637,-0.1588,7348666615.14
600080.SH,2019-08-22,2019-06-30,4.7791,4.5327,3.3421,2.2501,2.1262,0.3848,7.2393,70.6412,1.3997,9.7854,20.1621,13.6296,0.0204,-2.1098,-2.1098,-0.094,30.9333,-0.094,30.9333,-5.3889999999999985,17.825,1.5997,22.7405,346125198.01
600848.SH,2019-08-29,2019-06-30,1.6284,0.4649,0.4194,0.0855,5.8818,0.1875,31.0232,68.4036,10.1278,66.3744,5.1791,5.4241,92.4123,-1.3029,-1.3029,-8.2639,398.8359,-8.2639,398.8359,4.1128,793.1746,4.7916,892.6358,2658507453.13
300392.SZ,2019-08-30,2019-06-30,1.1514,1.1514,0.9608,0.0,1.3230000000000002,0.6481,0.9025,11.9803,1.2009,64.0105,109.9811,108.912,3.836,-1.4783,-1.4783,5.1691,8.4142,5.1691,8.4142,105.7131,39.5477,107.4373,85.1933,642331003.47
002062.SZ,2019-08-22,2019-06-30,1.0964,0.3348,0.3118,0.5217,7.0793,0.3935,3.3972,10.0677,5.0955,79.5076,6.8732,-1.7006,4.2366,7.1058,7.1058,-4.8971,-25.449,-4.8971,-25.449,-10.2786,-42.8863,-24.0026,-40.2202,4371706693.32
601012.SH,2019-08-29,2019-06-30,1.6202,1.3516,1.2141,2.1214,3.0839,0.5015,15.1077,26.2234,10.4591,56.5424,67.8908,65.6256,30.1483,41.08600000000001,41.08600000000001,28.6169,47.1263,28.6169,47.1263,95.7916,130.148,90.1804,118.014,14111381472.07
000705.SZ,2019-08-17,2019-06-30,1.8374,1.1939,1.0054,2.6812,3.2019,1.193,3.0616,20.9068,3.1992,34.3313,4.7775,5.7838,6.8997,14.3603,14.3603,19.4129,1.406,19.4129,1.406,2.0395,98.5783,10.4111,91.2084,1564910070.21
000558.SZ,2019-08-26,2019-06-30,1.3405,0.7988,0.6869,0.1571,1.5975,0.067,-86.1208,18.9551,-3.5272,47.5151,-225.835,-223.2324,-15.9383,-87.7068,-87.7068,-92.0698,26.6367,-92.0698,26.6367,-218.5907,67.789,-443.7872,62.9776,53527429.88
600355.SH,2019-08-20,2019-06-30,2.1351,1.4656,1.2895,0.955,2.2932,0.4425,-9.7856,26.5811,-4.3322,38.7467,-229.6753,-231.7778,3.454,-27.3056,-27.3056,-50.9222,-36.8603,-50.9222,-36.8603,-204.2098,-1815.8066,-229.4062,-488.5217,156676026.13
300395.SZ,2019-08-30,2019-06-30,3.3776,2.6979,2.2498,1.4107,2.0538,0.4984,25.3598,48.7897,8.7995,18.1542,14.8414,15.6228,-3.6539,13.9525,13.9525,1.7719999999999998,14.9814,1.7719999999999998,14.9814,10.3562,137.5398,15.4341,138.8694,375240102.94
300513.SZ,2019-08-29,2019-06-30,2.2856,1.801,1.6862,1.0872,0.4489,0.263,9.9571,30.7329,1.9192,26.2008,-9.6322,-7.5385,5.8654,39.3883,39.3883,4.3394,83.5363,4.3394,83.5363,-60.3944,-27.7759,-54.9564,-20.0773,431995539.88
601882.SH,2019-08-20,2019-06-30,1.6798,0.9037,0.66,0.6459999999999999,8.1685,0.3828,6.8079,21.565,2.8395,42.3534,-52.363,-30.7554,1.2702,-22.7929,-22.7929,-28.8733,6.9636,-28.8733,6.9636,-64.1203,-9.0309,-37.0602,126.1087,517380905.48
688002.SH,2019-07-16,2019-06-30,8.2843,5.7244,3.0824,0.4705,2.0002,0.2847,25.4689,51.3776,6.2305,13.8594,87.8862,110.8907,4.388,118.9232,118.9232,92.4777,52.7171,92.4777,52.7171,29.2499,72.5811,44.9003,78.3238,254044162.17
688099.SH,2019-08-07,2019-06-30,3.6428,1.9665,1.726,1.4165,5.2372,0.9678,9.3847,34.7286,9.0455,21.8183,-23.7604,-23.6479,-4.2406,10.8548,10.8548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128830971.77
002652.SZ,2019-08-23,2019-06-30,1.6266,0.8384,0.4319,1.1401,5.3229,0.5661,2.345,12.189,2.0877,67.3353,-59.7673,-61.4205,10.6084,-19.8154,-19.8154,-22.282,38.1014,-22.282,38.1014,-73.0501,-64.7936,-74.8228,-67.0303,1110613005.46
600838.SH,2019-08-30,2019-06-30,4.087,3.8742,3.8386,0.7031,1.9864,0.0991,145.7397,63.3225,4.0436,9.9211,1.8983,1.3643,8.5803,-3.7002,-3.7002,0.3498,-11.5913,0.3498,-11.5913,-3.7238,12.2633,-3.6678,13.9115,34575241.89
603589.SH,2019-08-28,2019-06-30,3.2253,1.9676,1.965,0.281,181.5618,0.4077,36.9909,75.9375,14.5151,22.3577,20.2029,19.4727,-10.2414,12.0368,12.0368,16.2539,-22.3868,16.2539,-22.3868,20.005,-32.7914,22.9555,-35.7662,2419049936.8
603712.SH,2019-08-16,2019-06-30,1.6004,0.7308,0.7136,0.192,0.6046,0.1743,9.3515,44.1708,2.9837,53.9648,23.1356,23.4009,4.7632,17.6861,17.6861,13.6829,71.9423,13.6829,71.9423,18.2824,669.2038,18.5971,624.8408,723310101.85
002025.SZ,2019-08-20,2019-06-30,2.8224,2.4888,2.4221,2.4290000000000003,0.855,0.3962,12.5813,34.7692,6.7917,31.9959,27.0715,23.2336,6.6191,38.5637,38.5637,37.9453,41.1248,37.9453,41.1248,27.9002,28.8575,28.2551,33.2187,1619461314.86
002296.SZ,2019-07-31,2019-06-30,4.0352,3.2466,2.7177,0.4607,0.3948,0.1443,16.8915,46.2682,2.4317,21.0644,40.4558,39.0867,-7.5221,11.1499,11.1499,10.4084,40.1348,10.4084,40.1348,52.1175,394.9349,67.3452,513.2175,204278084.75
603444.SH,2019-08-13,2019-06-30,3.0175,3.0168,2.9097,213.4882,3.9305,0.4853,56.0043,91.1017,16.5919,20.1941,33.1335,33.1418,-7.1755,37.6956,37.6956,42.1007,11.7093,42.1007,11.7093,29.5556,18.6512,40.8198,21.3428,1070709493.57
300129.SZ,2019-08-28,2019-06-30,1.8952,1.2368,1.1716,0.9282,1.3057,0.39,5.6584,18.641,2.419,36.8987,336.2011,339.5427,1.3988,107.6619,107.6619,175.6587,70.1227,175.6587,70.1227,4358.5272,66.4857,1289.8833,57.5662,917515861.34
002730.SZ,2019-08-22,2019-06-30,1.607,1.3212,1.2741,1.574,0.8098,0.4024,9.6118,34.9496,4.1127,39.5177,35.9633,34.459,-1.5126,17.8617,17.8617,-14.836,-26.3301,-14.836,-26.3301,20.7642,85.2183,19.3739,85.2338,431746578.57
603458.SH,2019-08-24,2019-06-30,1.875,1.7666,1.7245,3.1941,0.4085,0.2651,14.3862,39.9225,5.6683,45.0544,-26.1268,-26.4973,6.0323,-9.8415,-9.8415,-16.4913,6.6985,-16.4913,6.6985,-49.9063,-18.3016,-48.1672,-12.9016,899044627.28
300462.SZ,2019-08-30,2019-06-30,3.3965,2.6222,1.4336,0.639,0.8909,0.252,16.5134,36.8943,5.1398,27.2741,-13.6719,-11.9935,1.2532,34.8651,34.8651,90.9306,67.2799,90.9306,67.2799,82.8996,-1.9174,68.779,15.3597,197078050.99
000683.SZ,2019-08-27,2019-06-30,0.6829,0.6381,0.5318,4.9759,17.253,0.5484,16.8928,41.8823,4.8007,50.9455,-24.0128,-23.3148,2.0383,-22.1029,-22.1029,-20.1093,12.6796,-20.1093,12.6796,-31.1502,-11.15,-33.4752,-9.1882,3645939776.27
600831.SH,2019-08-24,2019-06-30,0.868,0.8239,0.51,6.9249,1.6125,0.5175,5.3358,30.2822,2.314,51.9214,-28.2745,-30.2344,1.0933,-7.3319,-7.3319,-22.5615,-7.6427,-22.5615,-7.6427,-42.8854,-7.9569,-43.1987,-9.2801,1422733159.17
300554.SZ,2019-08-27,2019-06-30,2.002,1.6795,1.5678,1.2682,1.1795,0.26,5.8442,24.8447,1.2674,29.5988,-91.7041,-91.615,-1.5735,-50.5023,-50.5023,-36.7597,-12.3514,-36.7597,-12.3514,-70.3447,153.7035,-62.5803,240.7798,108118209.6
002579.SZ,2019-08-20,2019-06-30,0.9807,0.7196,0.7019,2.1612,1.591,0.7338,6.8428,21.8342,5.377999999999999,56.0578,46.7656,27.551,1.519,29.7902,29.7902,14.4421,5.4358,14.4421,5.4358,98.1369,156.8448,70.7008,189.43,936889218.32
600388.SH,2019-08-07,2019-06-30,1.2026,0.623,0.5689,0.4686,1.4677,0.287,6.3689,21.5536,5.3949,72.5647,9.1546,9.2858,1.6781,36.8699,36.8699,38.1558,72.3893,38.1558,72.3893,6.3655,58.5173,11.7212,67.717,4437949141.45
002321.SZ,2019-08-22,2019-06-30,1.0616,0.8091,0.5999,2.0082,5.5584,0.4546,2.4576,7.0092,2.1745,63.9081,-41.4361,-29.1498,-6.9758,2.7460000000000004,2.7460000000000004,2.2282,21.3324,2.2282,21.3324,-47.5034,16.4171,-28.4518,82.1091,2623027834.09
